#Wave		#Intensity
928.917969	138.370148
928.154297	144.959213
927.392578	131.745956
926.630859	118.539803
925.869141	88.881226
925.105469	98.730721
924.343750	88.834122
923.580078	101.967773
922.816406	85.498795
922.052734	82.188721
921.289063	88.740479
920.525391	82.145546
919.761719	85.408981
918.996094	68.966133
918.232422	75.514610
917.468750	85.342094
916.703125	88.601418
915.937500	95.139763
915.171875	55.757126
914.406250	98.369453
913.640625	75.397087
912.875000	55.713905
912.109375	75.358223
911.343750	68.787643
910.576172	91.693321
909.810547	78.574135
909.042969	65.461700
908.275391	62.172729
907.509766	81.785370
906.742188	71.952805
905.974609	65.395027
905.205078	65.378433
904.437500	71.898071
903.669922	91.483498
902.900391	71.861755
902.132813	75.109268
901.363281	68.560776
900.595703	71.807541
899.826172	75.052696
899.056641	75.033913
898.287109	61.969048
897.517578	74.996452
896.746094	58.678257
895.976563	65.181847
895.207031	48.874252
894.435547	91.209328
893.666016	87.930092
892.894531	71.629044
892.123047	61.846188
891.351563	74.848007
890.580078	65.069221
889.808594	68.305916
889.037109	65.037315
888.265625	71.523544
887.492188	78.006622
886.720703	51.991734
885.947266	61.725155
885.173828	64.958054
884.402344	61.695175
883.628906	64.926552
882.855469	87.629639
882.082031	90.853233
881.308594	77.855423
880.533203	74.593483
879.759766	68.090721
878.986328	81.040924
878.210938	61.576340
877.435547	87.482285
876.662109	61.546902
875.886719	68.009293
875.111328	80.944168
874.335938	55.028942
873.560547	61.488335
872.785156	61.473759
872.007813	71.163292
871.232422	71.146477
870.457031	67.896523
869.679688	61.415710
868.902344	61.401264
868.126953	64.617729
867.349609	67.832703
866.572266	54.899326
865.794922	61.343723
865.017578	58.101536
864.238281	51.633770
863.460938	70.979904
862.683594	67.737801
861.904297	61.272358
861.125000	61.258156
860.347656	70.914085
859.568359	87.010811
858.789063	57.993824
858.009766	54.759327
857.230469	80.509895
856.451172	70.832436
855.671875	61.159435
854.890625	64.363609
854.111328	64.348885
853.330078	64.334190
852.550781	48.239639
851.769531	51.443901
850.988281	64.290253
850.207031	54.634308
849.427734	73.900246
848.644531	54.609550
847.863281	54.597206
847.082031	64.217506
846.300781	51.362419
845.517578	60.979141
844.736328	54.548019
843.953125	60.951744
843.171875	73.767151
842.388672	67.337532
841.605469	64.116646
840.822266	60.897217
840.039063	76.905647
839.255859	73.684837
838.472656	60.856552
837.687500	67.247566
836.904297	60.829548
836.119141	86.422844
835.335938	80.003464
834.550781	73.586929
833.765625	67.173248
832.980469	57.564388
832.195313	70.341003
831.410156	63.932320
830.625000	70.310127
829.839844	83.075584
829.054688	79.862892
828.267578	63.876354
827.482422	73.441780
826.695313	54.271225
825.910156	67.026337
825.123047	70.202805
824.335938	76.568253
823.548828	73.362007
822.761719	79.724045
821.974609	76.518539
821.187500	70.126846
820.400391	47.803448
819.613281	73.282829
818.824219	70.081543
818.037109	50.957443
817.248047	66.867294
816.458984	63.669491
815.671875	73.204239
814.882813	66.824371
814.093750	73.172966
813.304688	60.434345
812.515625	50.881241
811.724609	73.126228
810.935547	47.680885
810.146484	63.561028
809.355469	69.902313
808.566406	69.887512
807.775391	60.344639
806.984375	53.981171
806.195313	57.144482
805.404297	69.828545
804.613281	41.253639
803.822266	72.971870
803.031250	79.300598
802.238281	63.427181
801.447266	72.925987
800.656250	47.550476
799.863281	63.387390
799.072266	53.868042
798.279297	50.688766
797.486328	53.845600
796.693359	72.834785
795.900391	63.321438
795.107422	53.812057
794.314453	72.789459
793.521484	63.282082
792.728516	69.595894
791.935547	82.232712
791.140625	63.242882
790.347656	63.229847
789.552734	53.734310
788.759766	53.723259
787.964844	56.871769
787.169922	56.860104
786.375000	53.690205
785.580078	56.836811
784.785156	69.453011
783.990234	69.438828
783.195313	63.113323
782.398438	47.325344
781.603516	50.470089
780.806641	44.152348
780.011719	40.990276
779.214844	47.286877
778.417969	63.036385
777.623047	50.418896
776.826172	56.709782
776.029297	50.398506
775.232422	62.985413
774.433594	62.972710
773.636719	44.072014
772.839844	37.768410
772.042969	44.054283
771.244141	50.337639
770.445313	53.473007
769.648438	40.882927
768.849609	47.163162
768.050781	44.010143
767.251953	44.001347
766.453125	37.707909
765.654297	50.267181
764.855469	43.975021
764.056641	53.387608
763.257813	37.677876
762.457031	53.366383
761.658203	37.662910
760.857422	56.483158
760.058594	56.471966
759.257813	53.324078
758.457031	40.769173
757.656250	56.438469
756.855469	43.887920
756.054688	28.208099
755.253906	59.538696
754.453125	28.196989
753.652344	50.118122
752.851563	59.503574
752.048828	50.098438
751.248047	59.480225
750.445313	37.559097
749.642578	53.198299
748.841797	50.059193
748.039063	43.793236
747.236328	50.039635
746.433594	34.395538
745.630859	37.515091
744.828125	50.010376
744.023438	40.625523
743.220703	49.990925
742.417969	43.733559
741.613281	43.725071
740.810547	49.961819
740.005859	53.074142
739.201172	53.063866
